city;cases;pop;lat;lon;
Kötegyán;66;1452;46.7347025;21.47905;
Vének;8;176;47.7394914;17.7594607;
Csomád;76;1673;47.6549475;19.2367726;
Budapest XIII. kerület;5222;115348;47.5334981;19.0706155;
Felpéc;43;951;47.5252219;17.5968714;
Kisbodak;17;376;47.8965132;17.4199533;
Oroszlány;851;18823;47.4897011;18.3148401;
Nógrádsáp;41;909;47.8393251;19.3554001;
Márkó;70;1552;47.1211315;17.8144133;
Vértessomló;62;1375;47.5111685;18.365137;
Székkutas;94;2085;46.5069679;20.5384334;
Bokor;5;111;47.9336448;19.540416;
Fenyőfő;5;111;47.3500815;17.7661891;
Marcalgergelyi;17;378;47.3120264;17.2699505;
Zalabér;33;735;46.973973;17.0285071;
Bodonhely;14;312;47.5649133;17.4073298;
Tótkomlós;262;5839;46.4115096;20.7366044;
Dunabogdány;146;3257;47.7937922;19.0352037;
Vásárosmiske;16;357;47.2074372;17.062346;
Békéscsaba;2667;59542;46.6798003;21.0985425;
Fehérgyarmat;362;8082;47.9850963;22.5167524;
Drávakeresztúr;6;134;45.8394076;17.7587614;
Mezőtúr;758;16930;47.0004724;20.6299513;
Parád;89;1989;47.9234507;20.0304804;
Budapest VIII. kerület;3188;71253;47.4905952;19.0873404;
Detk;51;1140;47.7475326;20.0992971;
Aka;11;246;43.0033629;41.0192741;
Paks;834;18666;46.6229468;18.8589364;
Celldömölk;471;10552;47.2579643;17.1521883;
Gyöngyösfalu;49;1099;47.315618;16.5868634;
Eger;2345;52660;47.8989887;20.3743665;
Zsáka;71;1595;47.1343067;21.4359876;
Vöckönd;4;90;46.8889269;16.9533316;
Pusztaszer;63;1418;46.5496529;19.9849026;
Vasalja;15;338;47.0121152;16.5134374;
Tarhos;36;812;46.8121382;21.2126944;
Nyíregyháza;5309;119767;47.9557802;21.7167982;
Kakasd;76;1715;46.3462709;18.5927004;
Töttös;25;565;45.915899;18.5424532;
Budapest XII. kerület;2559;57877;47.5002133;18.9855917;
Vác;1507;34102;47.7782873;19.1278294;
Dad;46;1041;47.5182282;18.2254274;
Bajna;87;1969;47.6553343;18.5986208;
Kemendollár;22;498;46.9045855;16.9435556;
Budapest III. kerület;5560;125992;47.5676107;19.0367797;
Vértesszőlős;149;3380;47.6206061;18.3813459;
Kőröstetétlen;35;794;47.0986909;20.0218963;
Pornóapáti;16;363;47.1560615;16.4658887;
Dunaföldvár;375;8510;46.810432;18.9222921;
Kilimán;10;227;46.6377465;16.9949519;
Nagycenk;95;2160;47.6034133;16.6977433;
Hetes;51;1161;46.4218819;17.6950824;
Tápiószentmárton;244;5555;47.3235899;19.7685499;
Karakószörcsök;13;296;47.132108;17.2864719;
Kék;89;2027;48.1149173;21.8778149;
Szentjakabfa;5;114;46.9340098;17.6760662;
Hódmezővásárhely;1965;44808;46.4171344;20.3196068;
Csehi;11;251;47.0368124;16.94357;
Tiszaföldvár;476;10866;46.9803541;20.2541166;
Nagyréde;144;3290;47.7654882;19.8503473;
Csaroda;28;640;48.160419;22.4589162;
Hajmáskér;135;3088;47.1444695;18.0142678;
Jobbágyi;88;2014;47.8303521;19.6767845;
Budapest X. kerület;3184;72907;47.4822351;19.1564941;
Rábapaty;73;1672;47.3028024;16.9278787;
Marcali;500;11465;46.5833484;17.4123002;
Répcevis;15;344;47.4405129;16.6740124;
Lenti;346;7935;46.6245749;16.5366668;
Püspökladány;633;14517;47.3196043;21.1122524;
Edelény;430;9864;48.293613;20.7340134;
Telekgerendás;66;1517;46.6622337;20.9547929;
Bánk;30;690;51.5131048;-0.0893749;
Döröske;4;92;47.011666;16.6961068;
Nemeske;10;230;46.0205435;17.7154699;
Szécsisziget;9;207;46.5728453;16.5931918;
Szőce;14;322;46.8878603;16.5698297;
Dejtár;63;1450;48.037781;19.1712049;
Zalalövő;125;2879;46.8461983;16.5852286;
Mihályi;48;1106;47.5157574;17.0950326;
Babosdöbréte;22;507;46.8140259;16.7795904;
Vésztő;303;6983;46.9241978;21.2598799;
Bakonyoszlop;20;461;47.3444541;17.9233373;
Felsőtárkány;154;3552;47.9720171;20.4143577;
Ásványráró;89;2053;47.8299324;17.4996843;
Zók;13;300;46.011664;18.0974489;
Hajdúszoboszló;1048;24185;47.4431291;21.3902995;
Csopak;93;2148;46.9734439;17.928852;
Mohács;812;18756;45.9933836;18.6821079;
Meggyeskovácsi;29;670;47.1627184;16.8684435;
Kölked;46;1063;45.9482394;18.7031346;
Berhida;256;5917;47.1109931;18.1339369;
Öttevény;133;3075;47.7250055;17.4885276;
Belezna;31;717;46.3278757;16.9395272;
Diósd;458;10603;47.406256;18.9448604;
Tiszagyulaháza;31;718;47.9430884;21.1413026;
Murarátka;11;255;46.4566974;16.673292;
Táborfalva;148;3431;47.104349;19.4828926;
Sótony;27;626;47.1961953;16.9484292;
Baja;1554;36041;-12.285251;-41.9294776;
Csáfordjánosfa;10;232;47.4164207;16.9516953;
Murony;53;1230;46.7618154;21.038963;
Dabrony;19;441;47.242302;17.3280425;
Dombóvár;799;18555;46.3778989;18.1332865;
Szenna;33;767;46.3083953;17.7319121;
Halimba;53;1232;47.0332649;17.5356155;
Beremend;105;2441;45.7847076;18.4345572;
Balatonszárszó;96;2232;46.8262918;17.8341937;
Budakeszi;646;15022;47.5099444;18.929382;
Nógrádsipek;30;698;48.0086293;19.5009497;
Himod;28;652;47.5196992;17.0076569;
Hajdúbagos;90;2097;47.3897647;21.6659245;
Ruzsa;108;2517;46.2891982;19.7497405;
Újszentiván;87;2028;46.1869538;20.1807357;
Ballószög;160;3731;46.8605519;19.5695767;
Berkenye;28;653;47.8878852;19.072611;
Szentpéterszeg;48;1121;47.2365783;21.6204039;
Alsónemesapáti;29;678;46.8539091;16.9352092;
Vasvár;177;4139;47.0490649;16.7998821;
Kistelek;311;7274;46.4704606;19.9812009;
Siklós;416;9730;45.852096;18.2981568;
Osli;38;889;47.6401697;17.0749299;
Kislőd;53;1241;47.1446686;17.6217273;
Varbó;47;1101;48.1622645;20.6195355;
Jánossomorja;261;6119;47.7859228;17.1364228;
Páty;338;7925;47.514704;18.8271319;
Szigetszentmiklós;1682;39439;47.345765;19.0409037;
Szabolcsbáka;50;1173;48.1572226;22.1395857;
Szabadi;13;305;46.3673992;18.0317816;
Földeák;131;3075;46.3193648;20.4937841;
Galvács;4;94;48.4194357;20.7778897;
Kisvásárhely;2;47;46.9949617;17.1986777;
Magyaregres;26;611;46.4601765;17.7696329;
Nyírbéltek;123;2891;47.699839;22.1297911;
Nemesbikk;39;917;47.8875203;20.9656309;
Szárföld;44;1035;47.5943178;17.1228148;
Budapest XIV. kerület;4852;114268;47.5181354;19.1138572;
Biharkeresztes;186;4386;47.1313432;21.7191678;
Mátranovák;71;1675;48.0387858;19.9814173;
Horvátzsidány;35;826;47.4108761;16.6251867;
Aba;197;4660;5.112735;7.364349;
Budapest XX. kerület;2710;64117;47.4333961;19.1209209;
Rábaszentmiklós;6;142;47.5379181;17.4171145;
Heves;446;10557;47.7884409;20.1714412;
Esztergom;1245;29476;47.7856977;18.7403349;
Tolna;490;11607;46.4883447;18.5050005;
Noszlop;43;1019;47.1792992;17.4582183;
Dunaszeg;93;2204;47.7696461;17.5400735;
Mezőhék;14;332;46.9957193;20.3876133;
Paloznak;23;546;46.9833457;17.9408772;
Verőce;164;3894;47.8230548;19.0339651;
Csór;80;1901;47.204993;18.2569467;
Sajópálfala;31;737;48.1614812;20.8454228;
Kisbágyon;18;428;47.8234425;19.5849793;
Balatonakarattya;39;928;47.0239663;18.1439403;
Máriapócs;88;2096;47.8793156;22.0258708;
Nagyatád;440;10481;46.229143;17.3570964;
Lovas;20;477;46.9933669;17.9588089;
Szálka;27;644;46.2746959;18.6359643;
Lovászpatona;49;1170;47.4391575;17.6334802;
Hunya;26;621;46.8119535;20.8442981;
Pálosvörösmart;27;645;47.816098;19.9949532;
Budapest VI. kerület;1554;37131;47.5094944;19.0653234;
Ostffyasszonyfa;33;789;47.3274607;17.0428192;
Őrbottyán;318;7605;47.6827581;19.263848;
Nőtincs;49;1172;47.8821597;19.1404797;
Erdősmecske;15;359;46.172716;18.51359;
Sokorópátka;48;1149;47.484475;17.7006111;
Budapest XVII. kerület;3677;88059;47.4758295;19.2694065;
Iván;52;1246;48.9296273;16.5758117;
Bük;146;3499;47.3833959;16.753305;
Téglás;269;6449;47.7156887;21.6746328;
Visegrád;77;1846;47.7848912;18.9705776;
Tótszerdahely;45;1079;46.3985503;16.7974625;
Pétfürdő;199;4774;47.1599702;18.1209474;
Adásztevel;35;840;47.3041008;17.5400709;
Felsőtold;5;120;47.9682201;19.6093229;
Sárhida;33;792;46.757687;16.8425323;
Szijártóháza;1;24;46.632943;16.4373697;
Budapest XIX. kerület;2437;58505;47.4493327;19.1441196;
Abda;137;3290;47.6976818;17.5409829;
Halásztelek;465;11183;47.363105;18.9811444;
Szentes;1142;27468;46.6524049;20.2566408;
Szentgotthárd;354;8516;46.9528507;16.2748541;
Dunavarsány;344;8278;47.2789632;19.0661045;
Ráckeve;437;10520;47.1609765;18.9436266;
Szabolcsveresmart;63;1517;48.2949824;22.0227297;
Tét;169;4070;47.5159522;17.5166682;
Vásárosdombó;47;1132;46.305546;18.132263;
Pálháza;45;1084;48.4715824;21.5110813;
Budaörs;1233;29709;47.4600185;18.9541818;
Vönöck;30;723;47.3132864;17.1605701;
Szászvár;97;2339;46.2744086;18.3783088;
Várda;19;459;46.4616382;17.7404394;
Sümegprága;25;604;46.9411152;17.2774176;
Somoskőújfalu;90;2176;48.1617834;19.8241727;
Dunakeszi;1811;43813;47.6316697;19.1294055;
Derecske;360;8715;47.3539466;21.5709171;
Panyola;24;581;48.0441881;22.3956854;
Szulok;25;606;46.0505352;17.5507953;
Nagyszekeres;23;558;47.9639167;22.609893;
Őriszentpéter;48;1166;46.8415658;16.4182244;
Budapest IV. kerület;4004;97293;47.5761686;19.0955082;
Nagytevel;23;559;47.296411;17.5654838;
Ibrány;285;6933;48.122594;21.7102156;
Vácszentlászló;88;2141;47.5735196;19.5366483;
Mátészalka;695;16910;47.9539113;22.3208477;
Bátor;15;365;47.991768;20.2656574;
Bőszénfa;21;511;46.2299183;17.850511;
Sáska;12;292;50.9295798;13.4585052;
Egyházasrádóc;52;1266;47.0886895;16.6161599;
Rakamaz;191;4653;48.12218;21.4775144;
Biatorbágy;562;13692;47.4739442;18.8232855;
Nagybaracska;95;2315;46.0429521;18.9054826;
Jászszentandrás;100;2444;47.5836296;20.1727381;
Előszállás;95;2323;46.8316103;18.8219252;
Resznek;11;269;46.6619067;16.4742638;
Tapsony;28;685;46.4535213;17.3354013;
Nyírbogdány;120;2936;48.0578271;21.8722554;
Csömör;399;9768;47.5489158;19.2242144;
Gyermely;62;1518;47.5910684;18.6439003;
Süttő;84;2057;47.7573845;18.44347;
Szada;221;5413;47.6363332;19.3116981;
Nemescsó;12;294;47.3506303;16.6165579;
Mezőkovácsháza;238;5847;46.4073383;20.9236006;
Ormosbánya;66;1622;48.3361933;20.6482777;
Kistokaj;90;2212;48.0394748;20.8377742;
Mogyoród;285;7021;47.5986636;19.2384215;
Tornyiszentmiklós;22;542;46.5161673;16.5563863;
Kecskemét;4485;110621;46.9080769;19.6928133;
Garbolc;6;148;47.9446307;22.8617631;
Letkés;48;1184;47.8853112;18.776906;
Onga;199;4911;48.1207157;20.9129384;
Okány;101;2493;46.8975103;21.3494563;
Kistarcsa;533;13157;47.5447322;19.2636378;
Zalagyömörő;17;420;47.0177975;17.226423;
Ács;290;7169;47.7104229;18.0156133;
Körösszakál;33;816;47.0194297;21.5972256;
Mórahalom;255;6312;46.2163238;19.8894811;
Ősi;84;2081;47.1435993;18.1882884;
Kiskunhalas;1146;28392;46.4278497;19.4833076;
Kemenessömjén;23;570;47.2945012;17.1337876;
Budapest XVIII. kerület;4062;100725;47.4303287;19.2018647;
Nyíradony;318;7890;47.6913589;21.9053502;
Keszeg;28;696;47.8364445;19.237812;
Zalaszentgrót;259;6442;46.9438023;17.0790205;
Ebes;191;4751;47.4712353;21.4914725;
Kaskantyú;40;995;46.6714618;19.3869842;
Tótvázsony;56;1393;47.0083012;17.7874287;
Ludas;30;747;47.7334096;20.0927852;
Herceghalom;105;2615;47.496236;18.7448861;
Dövény;11;274;48.3463677;20.5441188;
Nagybánhegyes;51;1271;46.4591053;20.9017461;
Vindornyaszőlős;14;349;46.8985169;17.1541882;
Szemere;17;424;48.4646921;21.102231;
Hévíz;190;4740;46.7906038;17.1834489;
Kémes;19;474;45.8252143;18.1007963;
Nagyér;22;549;46.3703731;20.7292276;
Bagod;50;1249;46.8768639;16.7437582;
Kimle;92;2299;47.8268335;17.3709629;
Daraboshegy;4;100;46.9590049;16.569281;
Fertőhomok;33;825;47.6197664;16.7671593;
Füzérradvány;13;325;48.4847384;21.5249787;
Kondó;24;600;48.189699;20.6404101;
Rábagyarmat;30;750;46.9427105;16.421771;
Szuhafő;6;150;48.4084596;20.4518413;
Gyöngyössolymos;117;2926;47.8169351;19.9332261;
Albertirsa;523;13087;47.2457295;19.6127835;
Encs;257;6436;48.3305743;21.1222112;
Szentkirályszabadja;83;2080;47.0565157;17.9705319;
Kéthely;93;2331;46.6469444;17.3933315;
Dorogháza;41;1028;47.9871448;19.9003492;
Budapest XVI. kerület;2918;73219;47.5183113;19.2043711;
Tiszabő;91;2286;47.3090228;20.4852891;
Budapest V. kerület;1036;26028;47.4999448;19.0505488;
Sajtoskál;16;402;47.4032813;16.8539365;
Székesfehérvár;3835;96373;47.1910169;18.410811;
Alsóújlak;23;578;47.0822227;16.8531169;
Pálmajor;14;352;46.3851065;17.5674048;
Tihany;54;1358;46.9122292;17.8917574;
Legénd;19;478;47.8779897;19.3110409;
Somogyjád;62;1560;46.4914921;17.7158814;
Gyömrő;746;18782;47.4223375;19.394503;
Pécs;5877;148030;46.0763222;18.2280746;
Kiskunfélegyháza;1197;30155;46.7113263;19.8502905;
Pilisvörösvár;583;14688;47.6210717;18.9115602;
Szarvaskő;15;378;47.9885147;20.3302035;
Pilisjászfalu;69;1743;47.6541958;18.7935633;
Salköveskút;19;480;47.2951022;16.6951518;
Vasasszonyfa;15;379;47.3123919;16.6718677;
Hegyesd;7;177;46.915887;17.5220762;
Kenézlő;49;1239;48.1980342;21.5325344;
Balatonalmádi;388;9823;47.035766;18.0200896;
Alsóberecki;30;760;48.3449927;21.6873666;
Tótszentmárton;32;811;46.4220177;16.8030433;
Bak;64;1623;46.7306266;16.8455824;
Kondoros;196;4972;46.7599676;20.7950557;
Homokbödöge;27;685;47.3027172;17.5900596;
Ravazd;51;1294;47.5166849;17.7526673;
Püski;25;635;47.8872173;17.4056883;
Márianosztra;32;813;47.8647873;18.8720666;
Újtikos;34;864;47.9165761;21.1711197;
Úny;29;737;47.6430359;18.7389954;
Rábapatona;103;2618;47.6318338;17.4809501;
Nyírvasvári;80;2036;47.8194242;22.1878373;
Zimány;22;560;46.4245773;17.9076078;
Harsány;81;2062;47.9684365;20.7404871;
Taksony;252;6417;47.3299781;19.0623899;
Csokonyavisonta;62;1579;46.0817403;17.4444757;
Újszilvás;107;2727;47.2697146;19.9142046;
Medgyesegyháza;140;3569;46.4981379;21.0280887;
Pannonhalma;138;3519;47.5502015;17.7541679;
Telekes;20;510;46.9448141;16.7697532;
Zalameggyes;2;51;47.0808222;17.2195389;
Rátka;37;944;48.213521;21.2263527;
Magyarhomorog;35;893;47.021454;21.542895;
Abaújszántó;117;2986;48.278706;21.1855002;
Pilismarót;82;2095;47.7848591;18.8747292;
Kaposhomok;18;460;46.3620469;17.9209234;
Kismaros;93;2377;47.8265758;19.0126276;
Nagykanizsa;1831;46835;46.4548261;16.9923923;
Császár;74;1893;47.5014578;18.1393362;
Ádánd;84;2150;46.8570109;18.1541377;
Egyházaskesző;20;512;47.416714;17.3291795;
Tab;171;4378;17.95078635;-92.48312213241397;
Tóalmás;144;3687;47.5095624;19.6637179;
Markotabödöge;19;487;47.6817436;17.31044;
Gadány;14;359;46.515642;17.3938121;
Kaposújlak;28;718;46.3667854;17.7259097;
Magyarpolány;52;1334;47.1685304;17.5468066;
Dág;36;925;43.0574916;47.1332224;
Ecséd;122;3137;47.7323069;19.7728816;
Budapest XV. kerület;3065;78813;47.5589298;19.1382077;
Szügy;57;1467;48.0362011;19.3329648;
Szigetcsép;96;2471;47.2671482;18.9672674;
Rád;74;1905;47.7920575;19.2179382;
Kisrozvágy;8;206;48.3468041;21.9387597;
Galgagyörk;38;979;47.7406871;19.3752627;
Felsőszentiván;72;1855;46.1947597;19.1881586;
Budapest VII. kerület;2011;51845;47.5021998;19.0751535;
Békés;754;19444;46.7862993;20.9820736;
Neszmély;52;1341;47.7357694;18.3654526;
Tószeg;177;4565;47.1005785;20.1474605;
Ártánd;25;645;47.1237274;21.7598886;
Vámosszabadi;125;3225;47.7529429;17.6486876;
Tömörd;11;284;47.3612127;16.6779269;
Gibárt;13;336;48.3158196;21.1601515;
Tác;68;1758;-17.666667;-70.333333;
Káptalanfa;31;802;47.0658851;17.3441292;
Petőfibánya;103;2665;47.7661279;19.7019335;
Szécsényfelfalu;16;414;48.1446808;19.5687975;
Mogyorósbánya;34;880;47.727491;18.6024067;
Tárnok;388;10044;47.3668787;18.8660065;
Hévízgyörk;123;3185;47.6303011;19.5190457;
Murakeresztúr;66;1710;46.3613481;16.8755522;
Tállya;70;1814;48.2353737;21.229904;
Csány;83;2151;47.6473605;19.830145;
Budapest XXII. kerület;2131;55282;47.4117905;19.010826;
Tura;301;7810;47.3900474;0.6889268;
Csurgó;189;4905;46.2642514;17.0950874;
Domaszék;197;5114;46.2460831;19.9992805;
Nyírpazony;142;3688;47.9808396;21.7990918;
Csobaj;26;676;48.0481381;21.3401596;
Gyóró;15;390;47.490743;17.0213631;
Lasztonya;3;78;46.556126;16.7163002;
Márokföld;2;52;46.7162276;16.4404923;
Merenye;11;286;46.069745;17.6984759;
Tófű;5;130;46.3095702;18.3589692;
Pápateszér;47;1223;47.3832729;17.6971193;
Jászberény;1009;26257;47.5030505;19.9117887;
Fegyvernek;257;6693;47.2526516;20.5259428;
Bodroghalom;53;1381;48.3035732;21.704878;
Molnaszecsőd;16;417;47.0457997;16.6765889;
Varsád;15;391;46.5246541;18.5192516;
Nyékládháza;196;5112;47.9922271;20.8305698;
Bölcske;105;2739;46.7402601;18.9695194;
Kaposszerdahely;39;1018;46.3210745;17.7577364;
Egyházasdengeleg;17;444;47.7976098;19.5589914;
Tatabánya;2630;68698;47.5837788;18.3980308;
Mátramindszent;30;784;47.9802783;19.9324244;
Nagytálya;34;889;47.8170805;20.4076205;
Gávavencsellő;136;3557;48.161011;21.5934119;
Pátroha;120;3139;48.1722466;21.9899321;
Vajszló;68;1779;45.8601705;17.984813;
Kőszeg;439;11490;47.3894949;16.5406843;
Szentmártonkáta;192;5027;47.4440884;19.6916458;
Csót;38;995;47.3606147;17.6034011;
Pázmánd;84;2200;47.2836305;18.6566197;
Hegyhátszentjakab;10;262;46.8681648;16.5472519;
Újfehértó;488;12795;47.8008977;21.6829931;
Komárom;734;19248;47.7417349;18.1218256;
Papos;33;866;47.9857172;22.2493035;
Sárfimizdó;4;105;46.9411585;16.7150137;
Vágáshuta;4;105;48.4232183;21.5401389;
Sárkeszi;23;604;47.1582548;18.2851221;
Hosszúvölgy;7;184;46.5124342;16.9303859;
Kisrákos;7;184;46.8576511;16.5011229;
Somogyapáti;19;500;46.0946199;17.7499909;
Szajol;146;3843;47.1757484;20.3006435;
Gyöngyösmellék;12;316;45.986841;17.7020976;
Püspökhatvan;54;1422;47.77594;19.3660724;
Budapest XXI. kerület;2825;74406;47.425621;19.0703744;
Mezőkövesd;624;16437;47.8097525;20.5660889;
Halászi;121;3188;47.8909561;17.3293251;
Balatonkeresztúr;63;1660;46.6976457;17.3704438;
Sáránd;90;2375;47.4124718;21.6248243;
Nagykáta;476;12562;47.4138187;19.7503736;
Szatymaz;187;4936;46.3416797;20.0415788;
Apátistvánfalva;15;396;46.8960475;16.2532732;
Barlahida;5;132;46.7164759;16.7015858;
Vécs;25;660;47.807866;20.1673321;
Pilisszentkereszt;83;2192;47.6931455;18.9024298;
Szentkirály;73;1929;46.9212567;19.9194732;
Piliny;23;608;48.1370361;19.5993272;
Marcaltő;29;767;47.4346329;17.3664994;
Piliscsaba;311;8234;47.6329416;18.8261229;
Tiszavasvári;496;13138;47.956619;21.3680532;
Börzönce;2;53;46.5791166;16.8877338;
Cakóháza;2;53;47.6962138;17.2862035;
Szilvásvárad;59;1564;48.1033386;20.3871297;
Törökszentmiklós;788;20913;47.1793568;20.409153;
Nagyszentjános;70;1859;47.70919;17.8711581;
Úrhida;96;2550;47.1326733;18.3345777;
Felsőzsolca;255;6775;48.1095123;20.8591603;
Érsekcsanád;111;2950;46.2519797;18.9822596;
Ceglédbercel;165;4386;47.2150336;19.678569;
Leányvár;70;1861;47.6816948;18.7710262;
Vanyarc;46;1223;47.8237001;19.4524132;
Hárskút;25;665;47.1862786;17.8148197;
Kisvárda;642;17093;48.2257593;22.0784247;
Egeralja;8;213;47.2369298;17.2405707;
Fityeház;24;639;46.3749783;16.9058982;
Márfa;8;213;45.8588777;18.1856176;
Rádfalva;8;213;45.8606476;18.1242617;
Zebegény;48;1279;47.8002213;18.9090008;
Iliny;6;160;48.0323913;19.4273369;
Vöröstó;3;80;46.9717029;17.7233601;
Pócsmegyer;96;2562;47.7158378;19.0956199;
Buják;78;2082;47.8848223;19.5450988;
Nyírcsászári;47;1255;47.864897;22.1765666;
Nagykőrös;893;23851;47.0374257;19.7863141;
Tiszatelek;52;1389;48.1921362;21.7951313;
Füzesabony;289;7729;47.7485389;20.4142673;
Jászapáti;324;8680;47.5133704;20.1410061;
Vecsés;796;21328;47.4095417;19.2650378;
Tengelic;83;2224;46.5319473;18.7108467;
Cegléd;1377;36909;47.1716447;19.7977516;
Miskolc;5935;159265;48.1030643;20.7900429;
Répcelak;97;2604;47.4195089;17.0154287;
Csécse;34;913;47.8654691;19.6252588;
Gyúró;48;1289;47.3676404;18.7408651;
Szilvágy;7;188;46.7336298;16.6275931;
Pilisborosjenő;145;3896;47.606931;18.9918085;
Bikács;16;430;46.6763927;18.6675214;
Kömlőd;40;1075;47.5470914;18.2606324;
Szentendre;1043;28040;47.6677606;19.0760467;
Bakonyjákó;27;726;47.2263329;17.5991434;
Sárkeresztes;57;1533;47.2525814;18.3525837;
Kisvarsány;39;1049;48.1449512;22.2980272;
Somlóvásárhely;44;1184;47.1209505;17.3762386;
Tiszafüred;425;11439;47.6130877;20.7502258;
Gyékényes;37;996;46.2371661;17.0090208;
Jászladány;210;5653;47.3649496;20.1653647;
Ukk;13;350;47.0437358;17.2140901;
Bucsa;86;2316;47.2042482;20.9967301;
Tolcsva;65;1751;48.2827761;21.4490584;
Cirák;20;539;47.4781801;17.0299729;
Szigetmonostor;103;2779;47.6896702;19.1009549;
Csömödér;23;621;46.6113857;16.6392065;
Ebergőc;6;162;47.5637067;16.8115755;
Gombosszeg;2;54;46.7556797;16.7192517;
Káptalantóti;18;486;46.8498084;17.5136508;
Megyer;1;27;47.0611187;17.1923342;
Varbóc;2;54;48.4645394;20.6449496;
Kemenesmagasi;33;892;47.3317908;17.2111415;
Pomáz;669;18085;47.6468212;19.0236304;
Káloz;89;2407;46.9552227;18.4823562;
Lábatlan;187;5061;47.7450853;18.5015732;
Encsencs;72;1949;47.744204;22.1144108;
Hatvan;762;20639;47.6683971;19.6743874;
Galgaguta;23;623;47.8459936;19.3891248;
Zákányfalu;19;515;46.2757829;16.9480927;
Pécsudvard;30;814;46.0096664;18.276252;
Kerta;21;570;47.1622477;17.2744856;
Nagylók;40;1086;46.9779055;18.6448306;
Mihályfa;13;353;46.9800828;17.1906724;
Kaba;217;5894;20.249279899999998;-89.649902001479;
Alsórajk;12;326;46.6537147;16.9968401;
Mány;92;2504;49.0026397;6.5218763;
Nagybajom;117;3191;46.3936498;17.5117091;
Buj;84;2291;48.0990777;21.646486;
Nyárád;35;955;47.2829876;17.3611691;
Kaposfő;58;1583;46.3618336;17.6698386;
Nagykutas;17;464;46.9263674;16.8017518;
Dávod;76;2075;45.9964307;18.9227327;
Pirtó;35;956;46.5147399;19.4319578;
Szob;97;2650;47.8183245;18.8727585;
Gyenesdiás;148;4047;46.7725171;17.2860041;
Napkor;139;3803;47.9422745;21.8684282;
Tapolca;574;15706;46.8820972;17.4389619;
Mosonszentmiklós;92;2518;47.7286866;17.4271186;
Kunpeszér;27;739;47.0630741;19.2809969;
Hort;132;3613;47.689575;19.7826055;
Nagykovácsi;307;8407;47.5762363;18.882064;
Bő;26;713;-17.0568696;-64.9912286;
Nemeshany;14;384;47.0695043;17.364085;
Ecser;147;4038;47.4445025;19.3184563;
Dunaegyháza;53;1456;46.8366116;18.9535749;
Nyírgyulaj;74;2033;47.882828;22.0896587;
Lövőpetri;19;522;48.1809669;22.1982747;
Tereske;25;687;47.9488126;19.1933853;
Adony;143;3931;47.1208993;18.8631074;
Nagykörű;59;1622;47.2732125;20.451879;
Bábolna;129;3547;47.642224;17.9787467;
Ortaháza;4;110;46.6228967;16.6819817;
Hédervár;45;1238;47.8317006;17.4579729;
Hásságy;11;303;46.0346387;18.3886336;
Nágocs;22;606;46.6628683;17.9577984;
Bodrogkeresztúr;39;1075;48.15876;21.3606584;
Szajk;30;827;45.9869356;18.5345339;
Solymár;409;11277;47.5898936;18.9352034;
Nagytilaj;5;138;46.9795134;16.962713;
Bátmonostor;57;1574;46.1047946;18.9279168;
Dusnok;109;3014;46.3900215;18.958962;
Sülysáp;308;8519;47.4542606;19.5214828;
Baktüttös;13;360;46.7012816;16.8188972;
Barcs;395;10939;45.9605366;17.4634342;
Karancsság;47;1302;48.1151247;19.6590571;
Mártély;47;1303;46.468773;20.238383;
Kocsord;110;3055;47.9390852;22.3869911;
Szarvas;572;15887;46.8621434;20.5521466;
Bősárkány;77;2139;47.6904548;17.2493747;
Zsámbék;206;5724;47.5483115;18.7174344;
Lőrinci;201;5593;47.7400504;19.6773099;
Sándorfalva;300;8348;46.3657365;20.1042174;
Telki;152;4230;47.551193;18.8206574;
Nagybudmér;6;167;45.9365154;18.4448661;
Péteri;87;2422;47.3880659;19.4107817;
Lakitelek;173;4818;46.8736335;20.0003712;
Nagypall;14;390;46.1447737;18.4572422;
Nagyvenyim;152;4235;46.9561402;18.8589916;
Orosháza;1028;28647;46.5603339;20.6693477;
Gelse;38;1059;46.6021784;16.989453;
Sámsonháza;10;279;47.986524;19.7241246;
Mosdós;33;921;46.3535065;17.9868705;
Gyarmat;49;1369;47.4634405;17.4887773;
Kondorfa;18;503;46.8966494;16.3929341;
Nagybajcs;36;1006;47.7644567;17.6868931;
Tahitótfalu;215;6009;47.7541916;19.084289;
Jászfényszaru;208;5818;47.5692314;19.7168149;
Égerszög;2;56;48.4435651;20.5858926;
Fertőboz;11;308;47.6355004;16.7003831;
Petőfiszállás;56;1568;46.6204574;19.8614568;
Somlóvecse;3;84;47.1952404;17.351413;
Somogyszil;26;728;46.5218216;17.9967128;
Zalaköveskút;1;28;46.8480925;17.1431685;
Pécel;591;16564;47.4911201;19.3446801;
Tápiószecső;223;6255;47.4506036;19.6066197;
Ófehértó;92;2584;47.9355537;22.0342724;
Gór;11;309;34.1605257;64.9201949;
Szilaspogony;11;309;48.1183435;20.0223576;
Pellérd;82;2309;46.0348577;18.153296;
Balatonszabadi;107;3013;46.8913312;18.133571;
Sükösd;131;3690;46.2864294;18.9958175;
Gerendás;44;1240;46.5974754;20.8576904;
Zagyvarékas;131;3693;47.2677137;20.12777;
Csepreg;115;3243;47.401594;16.7078418;
Nagysáp;52;1467;47.6837389;18.6036697;
Tarján;94;2652;47.6088065;18.5063222;
