city;cases;pop;lat;lon;
Pap;69;1948;18.547327;-72.3395928;
Kecel;305;8616;46.5237655;19.2533387;
Kárász;12;339;46.2674404;18.3179753;
Kutasó;4;113;47.947624;19.5414388;
Mikóháza;19;537;48.4651541;21.5907716;
Inárcs;167;4722;47.2607788;19.3288579;
Bicske;442;12503;47.4907066;18.6358046;
Mekényes;10;283;46.3894165;18.3336257;
Kolontár;26;736;47.0870815;17.4737817;
Monostorpályi;77;2180;47.3975197;21.7734026;
Csánig;12;340;47.4325669;17.0234452;
Döbröce;3;85;46.9372642;17.1893792;
Rigyác;15;425;46.4648733;16.8634624;
Helesfa;17;482;46.0894523;17.9759355;
Kerepes;375;10633;47.5616135;19.2869071;
Decs;145;4113;46.2843291;18.7600689;
Nyíracsád;134;3803;47.6021228;21.9722891;
Gyulaháza;70;1987;48.1379398;22.1117329;
Fülesd;17;483;48.0246779;22.6755513;
Kaszaper;65;1847;46.4578045;20.8232128;
Üllő;429;12194;47.3850605;19.3453263;
Zsámbok;89;2531;47.5431221;19.6066136;
Nyírkarász;81;2305;48.0969023;22.1001962;
Jászboldogháza;59;1679;47.3693361;19.9970587;
Aszód;217;6176;47.6532732;19.4747432;
Csajág;30;854;47.0446777;18.1858906;
Kétvölgy;4;114;46.8827901;16.219617684825444;
Nagykorpád;20;570;46.2607467;17.455627;
Bükkszentkereszt;41;1169;48.0681306;20.6300731;
Márok;15;428;28.690505199999997;-10.049780997520713;
Mezőgyán;37;1056;46.8697215;21.5229758;
Bögöte;11;314;47.0873272;17.0436719;
Herencsény;20;571;47.974606;19.4725791;
Újkér;35;1000;47.463142;16.8145095;
Pákozd;118;3375;47.2169395;18.5427666;
Mátraterenye;62;1774;48.0309786;19.9483115;
Vácduka;58;1660;47.7445953;19.2145913;
Kisgyalán;8;229;46.4238338;17.9774717;
Kup;16;458;47.2480471;17.4656786;
Nagymaros;177;5068;47.7891142;18.9587262;
Surd;22;630;46.3198232;16.9688834;
Helvécia;171;4897;46.8373932;19.6212831;
Keszthely;675;19334;46.7675081;17.2462801;
Csonkahegyhát;12;344;46.801035;16.7199807;
Halmajugra;48;1376;47.7619785;20.0557648;
Kerkateskánd;6;172;46.5738264;16.5709632;
Kisdobsza;9;258;46.0309802;17.6542067;
Bükkzsérc;34;975;47.9549235;20.5064046;
Kisoroszi;35;1004;47.8077589;19.0071715;
Hegymagas;10;287;46.8333466;17.4330371;
Rádóckölked;10;287;47.0765464;16.5861963;
Prügy;88;2526;48.0806544;21.2451536;
Ipacsfa;7;201;45.8343137;18.2046086;
Mád;75;2154;39.8868227;-83.3937233;
Borjád;15;431;45.9353208;18.4683599;
Tiszabezdéd;69;1983;48.3622273;22.1525798;
Nagyvázsony;64;1840;46.9835252;17.6984864;
Kapospula;30;863;46.3757221;18.0973454;
Csátalja;52;1496;46.0365272;18.944609;
Cserháthaláp;13;374;47.9821943;19.3755306;
Mindszentkálla;9;259;46.8743096;17.5528425;
Ságvár;66;1900;46.8373455;18.1020278;
Becsehely;71;2044;46.4476173;16.7916533;
Misefa;10;288;46.8051223;16.9841603;
Kemence;33;951;48.0171336;18.891553;
Pátka;61;1758;47.2770976;18.4870991;
Nádasd;46;1326;46.9650682;16.6129001;
Lothárd;9;260;46.0009802;18.3531342;
Megyaszó;95;2745;48.1873814;21.0541885;
Fancsal;12;347;48.3556012;21.0640307;
Dénesfa;14;405;47.4568279;17.0313462;
Héhalom;36;1042;47.77951;19.5857856;
Palotás;55;1592;47.7954248;19.5955271;
Gyöngyöstarján;79;2287;47.8117356;19.8668338;
Pincehely;75;2172;46.6820239;18.4398335;
Alsótelekes;5;145;48.4104717;20.6546654;
Földes;138;4002;47.2881601;21.3642071;
Őrtilos;17;493;46.2814732;16.9262098;
Vasszentmihály;12;348;46.9692493;16.4074373;
Iklad;71;2061;47.6593942;19.4433911;
Újrónafő;30;871;47.8107082;17.2019677;
Gönyű;113;3281;47.7331432;17.8279231;
Sukoró;59;1714;47.2419579;18.59782;
Csanádalberti;16;465;46.3259246;20.7083426;
Lánycsók;87;2529;46.0048239;18.6236136;
Zákányszék;99;2878;46.2769069;19.8859953;
Kisbárapáti;14;407;46.6029797;17.8660958;
Szikszó;192;5582;48.2015243;20.9275021;
Kaposkeresztúr;12;349;46.3320582;17.965207;
Cigánd;110;3200;48.2615593;21.8888754;
Álmosd;63;1834;47.4154029;21.9838127;
Cserhátsurány;27;786;47.9775035;19.4264404;
Magyarszombatfa;9;262;46.7609486;16.3403609;
Viszák;9;262;46.8823656;16.4972853;
Tarnaszentmária;8;233;47.8788748;20.2022464;
Nógrádszakál;23;670;48.1804348;19.5266015;
Csobánka;121;3525;47.6436909;18.9672147;
Mikepércs;168;4898;47.4409524;21.6314977;
Bér;12;350;47.8648676;19.5029714;
Kehidakustány;37;1080;46.8429994;17.0943015;
Tardos;58;1693;47.6633891;18.4449341;
Kisdorog;25;730;46.3887615;18.4969413;
Balsa;26;760;48.1728908;21.5373392;
Devecser;151;4415;47.104052;17.4364185;
Dédestapolcsány;49;1433;48.1807927;20.484227;
Bisse;8;234;45.9077627;18.2592284;
Kőszegdoroszló;8;234;47.3454165;16.5422607;
Babarc;25;732;46.003599;18.5508466;
Békás;7;205;47.3317525;17.350161;
Cserépváralja;14;410;47.9338813;20.561543;
Nemesvámos;101;2960;47.0548638;17.8718258;
Liszó;13;381;46.3662748;17.0067;
Mezőlak;34;997;47.3290827;17.3713022;
Pócsa;6;176;45.9094142;18.4704151;
Csesztreg;29;851;46.7167888;16.5151365;
Ipolyvece;28;822;48.0619605;19.1025464;
Fertőendréd;21;617;47.6049418;16.907214;
Martfű;217;6376;47.0186153;20.2813933;
Szakonyfalu;13;382;46.926214;16.2278362;
Rábahídvég;33;970;47.0724997;16.7421425;
Dudar;60;1764;47.31058;17.9439276;
Lesenceistvánd;33;971;46.8702653;17.3610091;
Mihályháza;25;736;47.3096771;17.3381405;
Szűr;9;265;46.0992073;18.5807089;
Uzsa;11;324;46.8953678;17.3381835;
Somogyszob;52;1532;46.2929761;17.2968274;
Hernád;144;4244;47.1650755;19.4070801;
Ábrahámhegy;19;560;46.8147826;17.5714996;
Nyírlövő;24;708;48.2007969;22.1825759;
Sajószentpéter;418;12334;48.2183544;20.7087764;
Rédics;31;915;46.6149423;16.4846742;
Gáborján;30;886;47.2398594;21.6576975;
Kengyel;120;3544;47.0946274;20.3423729;
Balatonkenese;91;2688;47.0349778;18.1079681;
Káld;35;1034;47.1640622;17.0448816;
Felsőpakony;128;3782;47.3432696;19.2362156;
Maroslele;69;2039;46.270668;20.3418649;
Pakod;29;857;46.9569741;16.9941457;
Szegvár;150;4440;46.5851274;20.221903;
Siófok;847;25095;46.9071694;18.0541598;
Aggtelek;18;534;48.4675104;20.5054283;
Demjén;21;623;47.8294575;20.3335923;
Tésa;3;89;43.4776038;-0.3479295;
Nádasdladány;61;1810;47.137771;18.2398735;
Apc;83;2463;47.7963496;19.6916338;
Bodajk;137;4066;47.3227042;18.233096;
Verpelét;131;3892;47.8490107;20.2279112;
Csém;14;416;47.6820035;18.0874797;
Nyírtét;35;1040;48.0091749;21.9200893;
Tarjánpuszta;14;416;47.505322;17.7861413;
Érd;2320;69014;47.3772495;18.9213833;
Kisdér;4;119;45.9398378;18.1280499;
Mályinka;16;476;48.1538861;20.4951999;
Réde;44;1309;47.4312328;17.9165125;
Várdomb;40;1190;46.2477218;18.6873621;
Balatonszőlős;22;655;46.9673651;17.8292145;
Balatonfüred;458;13637;46.9567254;17.888892;
Golop;19;566;48.2371264;21.1890012;
Vácrátót;64;1907;47.7094372;19.2363045;
Sümegcsehi;21;626;46.9425566;17.2178254;
Litér;75;2236;47.099915;18.0076;
Lábod;63;1881;46.2077491;17.4540815;
Mátraderecske;61;1822;47.94966;20.0827995;
Rózsaszentmárton;67;2002;47.7828558;19.7419306;
Szigethalom;614;18350;47.3245067;19.0001884;
Vág;18;538;13.2904027;108.4265113;
Domoszló;66;1973;47.8262949;20.1163279;
Gerde;19;568;43.0551967;0.1679356;
Bakonysárkány;33;987;47.4479595;18.1014985;
Milejszeg;11;329;46.788773;16.7419837;
Máriakéménd;17;509;46.0289891;18.4623136;
Mezőhegyes;170;5090;46.3139611;20.8194076;
Györgytarló;20;599;48.2056649;21.6316956;
Vilonya;23;689;47.1102367;18.0612951;
Pánd;67;2008;47.3507322;19.6327453;
Fajsz;57;1709;46.4161452;18.9219733;
Záhony;149;4468;48.4063743;22.1778835;
Alsódobsza;10;300;48.1804805;21.0003001;
Domony;74;2220;47.6535146;19.4384419;
Szemely;16;480;46.008814;18.3269644;
Várkesző;6;180;47.429224;17.3153411;
Újkígyós;170;5103;46.5952164;21.0249183;
Lőkösháza;61;1832;46.429761;21.2307202;
Orfű;36;1082;46.1380554;18.1551995;
Hét;16;481;48.2828158;20.3894798;
Mályi;141;4243;16.3700359;-2.2900239;
Sóskút;115;3464;47.4047185;18.8305621;
Somogyszentpál;27;814;46.6416151;17.4739383;
Felsőmocsolád;13;392;46.5763073;17.8249896;
Békéssámson;80;2413;46.4159576;20.622012;
Lapáncsa;6;181;45.8202457;18.5018449;
Szeghalom;296;8933;47.0213485;21.1693932;
Csehbánya;10;302;47.1818295;17.684198;
Dorog;399;12055;47.7223782;18.731435;
Sárosd;109;3294;47.0416106;18.6498216;
Batyk;13;393;46.9898926;17.035743;
Kenyeri;27;817;47.3860703;17.092601;
Sarkad;337;10198;46.7422871;21.3836478;
Dévaványa;249;7537;47.0313464;20.9620971;
Nova;26;787;46.6851951;16.6779487;
Nyírbogát;102;3088;47.8014742;22.0620214;
Balatonföldvár;76;2302;46.8491197;17.8792403;
Izsák;196;5948;46.800917;19.3595369;
Isztimér;30;911;47.278287;18.1962327;
Ramocsaháza;50;1519;48.0408934;21.9892728;
Kulcs;108;3282;47.0529379;18.9163165;
Tiszasziget;59;1793;46.1749221;20.1622722;
Monorierdő;157;4772;47.3082881;19.4993272;
Borszörcsök;12;365;47.1342737;17.4037697;
Olaszfalu;35;1065;47.2436541;17.9078919;
Bordány;107;3257;46.3216659;19.9216744;
Kutas;48;1462;46.3320657;17.4530309;
Makó;767;23362;46.2150438;20.4751022;
Recsk;91;2772;47.9356893;20.1103528;
Hidvégardó;19;579;48.560605;20.8382287;
Kerekharaszt;33;1006;47.6617845;19.6240528;
Gyál;807;24607;47.3845453;19.2173066;
Eszteregnye;22;671;46.4702998;16.8842191;
Gellénháza;50;1526;46.7601687;16.7836819;
Túrkeve;288;8791;47.1092447;20.7358057;
Őrhalom;33;1008;48.0777568;19.4102605;
Tinnye;59;1803;47.6208911;18.7778879;
Sorkifalud;22;673;47.1306927;16.7510928;
Pilisszentiván;146;4469;47.6095461;18.8969359;
Makád;41;1255;47.0884358;18.9263252;
Mezőladány;35;1072;48.274162;22.2228824;
Pázmándfalu;35;1072;47.5696422;17.7839964;
Rimóc;56;1716;48.0374052;19.5304259;
Bihartorda;31;950;47.214106;21.3529605;
Tabajd;33;1012;47.4064587;18.6264073;
Zalakaros;83;2546;46.5607855;17.1221529;
Jármi;42;1289;47.9713788;22.2519405;
Vásárosnamény;295;9055;48.1267635;22.312647;
Acsa;45;1382;47.7925337;19.386298;
Ferencszállás;21;645;46.2168385;20.3528445;
Rigács;7;215;47.0647759;17.2154399;
Mihálygerge;18;553;48.1951964;19.6341042;
Bágyogszovát;44;1352;47.5834947;17.3675387;
Zalaszentmihály;32;984;46.7296101;16.949373;
Szentdomonkos;17;523;48.069769;20.2015503;
Kőkút;18;554;46.1921732;17.5750763;
Hegyhátmaróc;5;154;46.3113681;18.3363916;
Mezőkeresztes;121;3727;47.829883;20.6922479;
Sárbogárd;393;12107;46.8874371;18.6196247;
Bogád;37;1140;46.0839252;18.32219;
Magyargencs;16;493;47.3749244;17.2906019;
Remeteszőlős;33;1017;47.5599735;18.921735;
Öcsöd;106;3268;46.9012341;20.3897025;
Kövegy;13;401;46.223348;20.6845186;
Alsópáhok;48;1481;46.7613162;17.1738982;
Csorvás;159;4906;46.6348863;20.8347918;
Vigántpetend;7;216;46.9644535;17.6269085;
Elek;156;4816;46.5294265;21.2526107;
Sényő;47;1451;48.0027718;21.8785276;
Zala;8;247;46.6713343;16.8894692;
Balkány;202;6238;41.77863335;23.814700546495335;
Gyöngyöshalász;85;2625;47.7394892;19.9147492;
Fadd;137;4233;46.4663938;18.8252567;
Bánokszentgyörgy;20;618;46.5458074;16.7834159;
Dunaharaszti;741;22900;47.359976;19.0953357;
Nagyveleg;21;649;47.3597949;18.109919;
Pénzesgyőr;11;340;47.23044;17.7871161;
Boba;27;835;47.1845947;17.1870848;
Mesztegnyő;42;1299;46.5044952;17.4239393;
Kazincbarcika;904;27969;48.2544414;20.6223251;
Nyírbátor;394;12199;47.839511;22.1322309;
Berekfürdő;42;1301;47.3863531;20.837934;
Nagyoroszi;66;2045;48.0038821;19.0913026;
Ócsa;316;9794;47.3011895;19.2313617;
Baracs;114;3534;46.9139521;18.8665281;
Csönge;13;403;47.3521219;17.0654785;
Kállósemjén;120;3720;47.8588137;21.9385135;
Kisigmánd;17;527;47.6537166;18.0985813;
Lendvadedes;1;31;46.580415;16.5086688;
Magyaratád;26;806;46.4674241;17.90076;
Monoszló;4;124;46.9029011;17.6407499;
Türje;52;1612;46.9841918;17.1045885;
Zalavár;30;930;46.6685175;17.1566078;
Dunaújváros;1467;45493;46.9670241;18.9397061;
Jászszentlászló;81;2512;46.5679444;19.7603182;
Vasad;65;2016;47.322178;19.400671;
Szerecseny;25;776;47.4619347;17.5547417;
Maglód;410;12727;47.4449622;19.3593136;
Dóc;24;745;46.4379484;20.1369366;
Nadap;21;652;47.2579935;18.6174895;
Homorúd;18;559;45.9848292;18.787983;
Pécsvárad;129;4007;46.1608411;18.4206938;
Balatonendréd;44;1367;46.8362401;17.9765942;
Bakonycsernye;101;3138;47.3194796;18.085004;
Herend;112;3483;47.1328461;17.7523356;
Gárdony;375;11662;47.2028062;18.6261978;
Forráskút;67;2086;46.3660316;19.9093047;
Jakabszállás;87;2709;46.7614921;19.6007791;
Mór;451;14045;18.75;-99.0;
Kóka;146;4547;41.2176667;-4.5228361;
Medina;26;810;29.2836281;-99.1126826;
Lakócsa;19;592;45.8956788;17.6917464;
Kisbajcs;29;904;47.7452989;17.6812283;
Aparhant;33;1029;46.3295939;18.4486863;
Zalavég;11;343;47.0060755;17.0267393;
Halmaj;54;1684;48.2462494;21.0016795;
Szentlőrinc;209;6520;46.0415605;17.988914;
Bakonygyirót;5;156;47.4179307;17.8046807;
Megyehíd;10;312;47.2117392;16.8415468;
Döbrönte;9;281;47.2278992;17.5478349;
Karancskeszi;58;1811;48.1635124;19.6989431;
Velem;13;406;47.3455478;16.4938314;
Kisapostag;47;1468;46.8932198;18.9329403;
Csikvánd;16;500;47.4655377;17.4510498;
Visonta;40;1250;47.779705;20.0269417;
Monostorapáti;37;1157;46.9248966;17.555335;
Levél;65;2033;47.8930868;17.1999042;
Bőny;72;2252;49.9888889;3.2236111;
Tenk;39;1220;47.6547494;20.340609;
Kiszombor;124;3880;46.1889728;20.4270576;
Belsősárd;3;94;46.6426084;16.4716014;
Miszla;9;282;46.6314672;18.4834395;
Ozmánbük;6;188;46.9242214;16.6709295;
Simontornya;125;3917;46.756962;18.5435129;
Szentistván;75;2353;47.7714601;20.6633045;
Bázakerettye;24;753;46.5242749;16.7285316;
Mátraballa;24;753;47.9831146;20.0198909;
Magyaralmás;51;1601;47.2956951;18.3241789;
Szabadkígyós;84;2637;46.6012074;21.0760273;
Tardona;33;1036;48.1699279;20.5298327;
Jászfelsőszentgyörgy;59;1853;47.5086155;19.7926903;
Egerbocs;17;534;48.0253345;20.2615078;
Böhönye;73;2295;46.4071272;17.3863398;
Gerjen;40;1258;46.493611;18.9032424;
Etyek;139;4373;47.4448813;18.7504665;
Kemecse;161;5073;48.0678349;21.7986929;
Abádszalók;135;4254;47.4760139;20.5997748;
Pitvaros;44;1387;46.3213012;20.7361518;
Nógrádkövesd;21;662;47.874415;19.3737379;
Ikrény;61;1923;47.6528383;17.5236747;
Hajdúsámson;454;14315;47.5989514;21.7537139;
Nagyút;22;694;47.720009;20.1729336;
Tompa;149;4702;46.2049292;19.5374011;
Soltvadkert;236;7452;46.5820205;19.3942728;
Óhíd;17;537;46.9610291;17.1675337;
Annavölgy;30;948;47.6960516;18.6659862;
Hövej;10;316;47.549948;17.0210465;
Villány;73;2307;45.8697644;18.4555208;
Veresegyház;611;19317;47.655235;19.2868815;
Taliándörögd;21;665;46.9794529;17.5687983;
Bakonybél;37;1172;47.2551092;17.7280196;
Rajka;112;3548;47.997068;17.1960871;
Karácsond;94;2980;47.7238977;20.0267964;
Somogybabod;15;476;46.6753928;17.7767926;
Kunszentmiklós;264;8387;47.0257098;19.1234855;
Vértestolna;18;572;47.6243321;18.4583302;
Nagyvejke;5;159;46.3773416;18.4444788;
Páprád;5;159;45.8926744;18.0106212;
Almásfüzitő;67;2131;47.7264305;18.262513;
Demecser;136;4328;48.1136996;21.9252073;
Lulla;7;223;46.7892822;18.0237865;
Győrszemere;103;3283;47.5528273;17.562254;
Porva;16;510;47.3076129;17.8165925;
Zákány;35;1116;46.2516266;16.9495974;
Perőcsény;10;319;47.9952528;18.8611472;
Tard;36;1150;47.8730202;20.6041356;
Gecse;13;416;47.4439691;17.5257212;
Hangács;18;576;48.2894993;20.8292867;
Kórós;7;224;45.866839;18.0818766;
Majosháza;53;1697;47.2644792;18.9958458;
Etes;43;1377;48.1098902;19.7173743;
Kál;111;3555;47.7338768;20.2592411;
Furta;36;1155;47.1294946;21.4576769;
Páka;35;1123;46.5933335;16.6494169;
Köröstarcsa;78;2505;46.8768155;21.0233046;
Tiszaalpár;156;5010;46.8219617;19.9893055;
Alsónémedi;166;5337;47.3146713;19.165704;
Pusztazámor;38;1222;47.4024957;18.7855309;
Váncsod;37;1190;47.1953833;21.6393609;
Jászárokszállás;240;7719;47.6445417;19.9786517;
Polgár;252;8107;47.8707939;21.1141032;
Patak;28;901;48.0192328;19.1448732;
Sellye;85;2736;45.8735444;17.8514053;
Kerekegyháza;209;6730;46.9358768;19.4825067;
Lajosmizse;374;12045;47.026289;19.5582094;
Ragály;19;612;48.4087737;20.5167905;
Alsónána;22;709;46.2488549;18.6599879;
Sajóecseg;33;1064;48.1912315;20.7757477;
Balatoncsicsó;8;258;46.9266024;17.6688942;
Várad;4;129;45.9749571;17.7458447;
Beled;80;2581;47.4661125;17.0898826;
Ecsegfalva;38;1227;47.1493444;20.9228324;
Teklafalu;10;323;45.94974;17.7282742;
Nyírtelek;219;7079;48.0102668;21.6314008;
Jászalsószentgyörgy;106;3427;47.3718457;20.0911454;
Bogács;64;2070;47.9041176;20.5314509;
Gasztony;13;421;46.9645928;16.4533138;
Nagyhegyes;88;2850;47.5385142;21.3465888;
Velence;199;6446;45.4371908;12.3345898;
Délegyháza;147;4764;47.247818;19.066912;
Nemesnádudvar;56;1816;46.3392074;19.0521601;
Sárszentmihály;97;3148;47.1543829;18.3263027;
Kisbér;171;5553;47.4992603;18.0300173;
Dunaszentbenedek;25;812;46.5938701;18.894405;
Tépe;33;1072;47.3194564;21.572157;
Bajót;50;1625;47.7258495;18.5579539;
Felsőegerszeg;4;130;46.2538189;18.1337698;
Gyöngyöspata;77;2503;47.8146817;19.7903391;
Kiskunlacháza;279;9070;47.1903391;19.00569;
Pereszteg;45;1464;47.5932256;16.7351763;
Ináncs;37;1204;48.2839181;21.0676407;
Esztár;44;1432;47.2851157;21.7755201;
Csanytelek;80;2604;46.6088732;20.1016072;
Csengőd;66;2149;46.7160913;19.2675736;
Bogyiszló;67;2182;46.3832444;18.8166969;
Nyírábrány;120;3910;47.5494817;22.0207822;
Kökény;21;685;46.0010381;18.2042947;
Kőtelek;48;1568;47.3364243;20.4355722;
Kelebia;79;2581;46.1973923;19.6058436;
Balástya;106;3466;46.4207585;20.0140509;
Őrimagyarósd;7;229;46.8867596;16.5353386;
Gomba;94;3076;47.3703744;19.5311516;
Lócs;4;131;47.4033516;16.815871;
Atkár;56;1837;47.7196216;19.8901629;
Királyszentistván;16;525;47.1092663;18.0436545;
Nagydobos;70;2297;48.0527087;22.305177;
Nyírcsaholy;71;2330;47.9025711;22.3351647;
Kölcse;44;1444;48.0511713;22.7158081;
Badacsonytördemic;28;920;46.8120251;17.4736857;
Penészlek;31;1021;47.6349848;22.1433664;
Gyód;22;725;46.0016925;18.1781782;
Borsodnádasd;95;3131;48.1225672;20.2453048;
Királd;24;791;48.2496898;20.3883064;
Dömsöd;182;6005;47.094771;19.0070461;
Bajánsenye;15;495;46.8016151;16.384218;
Gelej;18;594;47.8295885;20.7739495;
Kisfüzes;4;132;47.9882605;20.1275493;
Szorosad;3;99;46.6014871;18.0233496;
Badacsonytomaj;66;2180;46.8057988;17.514693;
Fehérvárcsurgó;62;2048;47.2905701;18.2658414;
Maklár;74;2445;47.8043193;20.413119;
Hevesvezekény;21;694;47.5572406;20.3578497;
Sóly;16;529;47.1298676;18.0321042;
Nyírtass;61;2017;48.1157169;22.0230588;
Hugyag;26;860;48.0872454;19.4337413;
Kismányok;10;331;46.2735789;18.4748271;
Hobol;29;960;46.0243248;17.7774257;
Telkibánya;18;596;48.485603;21.3544735;
Nemesszentandrás;8;265;46.7752479;16.9440084;
Kunhegyes;236;7819;47.3699089;20.6318292;
Fót;618;20479;47.6125871;19.1980105;
Cserépfalu;29;961;47.9429765;20.5360221;
Boda;13;431;46.0808583;18.0478346;
Pétervására;66;2189;48.0190139;20.0985669;
Dabas;517;17154;47.1729302;19.3229242;
Petrikeresztúr;11;365;46.7361462;16.7243071;
Zalaboldogfa;11;365;46.8987566;16.770074;
Győrladamér;55;1826;47.7535231;17.5634287;
Létavértes;225;7478;47.3853112;21.8764089;
Kocs;78;2594;47.6054999;18.2132002;
Áporka;38;1264;47.232627;19.0120921;
Cún;7;233;45.8123831;18.0672657;
Ibafa;7;233;46.1549405;17.9171799;
Jánoshida;77;2563;47.3839188;20.0565734;
Papkeszi;49;1631;47.0820136;18.0817311;
Sajóbábony;82;2730;48.1750425;20.738743;
Vácegres;27;899;47.6751335;19.3656575;
Rácalmás;143;4766;47.0259018;18.9393279;
Perkáta;121;4033;47.0479725;18.7901236;
Bagamér;78;2603;47.4454935;21.9919136;
Alsóbogát;8;267;46.5105692;17.7491282;
Somogyaszaló;23;768;46.458844;17.8069419;
Iszkáz;10;334;47.164097;17.2979732;
Borsodszentgyörgy;36;1203;48.1880952;20.2033107;
Egerlövő;16;535;47.719469;20.6223013;
Fedémes;9;301;48.0316118;20.1857362;
Rábakecöl;21;703;47.4322157;17.114087;
Som;21;703;46.8076371;18.1397468;
Tápiószőlős;91;3048;47.2958317;19.8339025;
Csesztve;10;335;48.0143672;19.2775768;
Újlőrincfalva;6;201;47.6260626;20.5985459;
Vindornyafok;4;134;46.8566556;17.17758;
Parasznya;35;1173;48.1691585;20.6407414;
Radostyán;17;570;48.1800913;20.650349;
Bárdudvarnok;35;1174;46.3268032;17.6850898;
Tök;42;1409;47.5645624;18.7316561;
Szegi;9;302;48.1988064;21.3815604;
Bocskaikert;106;3557;47.645522;21.660948;
Kakucs;93;3121;47.2416179;19.3667431;
Somogysárd;39;1309;46.4119896;17.5975733;
Baskó;5;168;48.3337921;21.3357182;
Vaspör;10;336;46.9167061;16.6432661;
Bánhorváti;41;1378;48.2258105;20.5024796;
Diósviszló;21;706;45.8770994;18.1630511;
Egerszalók;58;1951;47.8702335;20.3238326;
Csebény;3;101;46.1888329;17.9250373;
Szigetszentmárton;70;2364;47.2286092;18.9576052;
Harkány;141;4762;45.8477907;18.2359978;
Agyagosszergény;27;912;47.609256;16.9409446;
Csömend;9;304;46.570261;17.4907887;
Kisharsány;15;507;45.8597798;18.3640137;
Sámod;6;203;45.8547019;18.0371517;
Andrásfa;7;237;46.9636752;16.7936089;
Gyömöre;37;1253;47.5007383;17.5647405;
Kemenesmihályfa;15;508;47.2853974;17.1135987;
Simonfa;11;373;46.2839544;17.8229682;
Bánréve;37;1256;48.2971444;20.3555872;
Uszód;28;951;46.5697854;18.9053538;
Bonyhádvarasd;13;442;46.3703376;18.4799664;
Kelevíz;10;340;46.5204012;17.4215832;
Kenéz;8;272;47.2024677;16.7883998;
Nagyrákos;8;272;46.8286942;16.4584826;
Rábcakapi;5;170;47.7086192;17.2757237;
Somogysimonyi;3;102;46.4881474;17.2104727;
Udvar;4;136;45.9020097;18.6598919;
Tokod;124;4221;47.722785;18.6592985;
Gátér;27;920;46.6835342;19.957731;
Héreg;31;1057;47.6464326;18.5116592;
Máza;36;1228;46.2730422;18.3981379;
Bakonybánk;13;444;47.4668946;17.9040445;
Egercsehi;39;1332;48.053835;20.2555139;
Rákóczibánya;19;649;48.0287556;19.870911;
Kölesd;44;1503;46.5084069;18.5871321;
Magyargéc;25;854;48.0837062;19.6009947;
Bénye;37;1264;47.3553415;19.5398939;
Kacorlak;6;205;46.5738437;16.9541006;
Dunaszentpál;22;752;47.7767171;17.5070598;
Tabdi;32;1094;46.685006;19.3084062;
Százhalombatta;557;19057;47.3171992;18.9120948;
Bazsi;13;445;46.9327587;17.2439334;
Nagycserkesz;51;1746;47.9641355;21.5534409;
Vasszilvágy;12;411;47.3026046;16.74974;
Veszprémvarsány;31;1062;47.4255427;17.8325392;
Pusztadobos;45;1542;48.0553214;22.2243114;
Keszőhidegkút;6;206;46.6105094;18.4225813;
Kesztölc;80;2747;47.7130784;18.7975059;
Mecseknádasd;46;1581;46.2244052;18.4645171;
Zomba;59;2029;-15.3863208;35.3268273;
Muraszemenye;15;516;46.4762416;16.624633;
Nyírjákó;25;860;48.0289984;22.0745973;
Geszt;23;793;46.8819064;21.5807071;
Kisnána;29;1000;47.8530515;20.146141;
Abaújalpár;2;69;48.3068178;21.2326909;
Szilvásszentmárton;6;207;46.2721499;17.7226638;
Újhartyán;81;2795;47.2200186;19.3841049;
Tiszakanyár;48;1658;48.2479618;21.9619428;
Tyukod;59;2039;47.851694;22.5532149;
Hajmás;7;242;46.3743383;18.2892032;
Belvárdgyula;12;415;45.9729466;18.4327446;
Okorág;5;173;45.9260904;17.8748386;
Somogyaracs;5;173;46.0566704;17.3916737;
Tiszavárkony;45;1557;47.0675873;20.1772149;
Pecöl;23;796;47.2057033;16.8298041;
Visznek;31;1073;47.6422289;20.0330312;
Sárisáp;81;2805;47.6743594;18.6813525;
Kisberzseny;3;104;47.1057473;17.26598;
Magyartelek;6;208;45.9455178;17.9826485;
Pécsbagota;3;104;45.9908014;18.0729981;
Trizs;6;208;48.4264328;20.4942004;
Zsombó;102;3536;46.3297803;19.9719943;
Szuhogy;32;1110;48.3842706;20.6744642;
Bogyoszló;18;625;47.5591812;17.1862998;
Nekézseny;19;660;48.1676234;20.4287414;
Tápióság;80;2780;47.3992437;19.6303259;
Lukácsháza;32;1114;47.3365403;16.5815936;
Kálmánháza;54;1882;47.8734276;21.5772185;
Laskod;27;941;48.0519763;22.0432316;
Újtelek;11;384;46.5890947;19.0579332;
Tiszakécske;328;11453;46.9315289;20.1045358;
Hodász;97;3390;47.9168268;22.2046402;
Cikó;26;910;46.25368;18.5591237;
Pusztaederics;5;175;46.63916;16.8003811;
Tagyon;3;105;46.9023527;17.6803466;
Viszló;2;70;48.4932661;20.8876587;
Zabar;14;490;48.1349437;20.0437337;
Pusztavám;72;2522;47.4293464;18.227975;
Máriahalom;19;666;47.6277668;18.709023;
Dencsháza;17;596;45.9932522;17.834891;
Malomsok;15;526;47.4522052;17.3946156;
Erdőkertes;247;8662;47.6702447;19.308359;
Bácsalmás;190;6665;46.1274127;19.3319128;
Fácánkert;20;702;46.4480102;18.7361471;
Kunmadaras;158;5549;47.4284725;20.7952971;
